"states"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	stateBirths
	"District of Columbia"	"11"	"2006"	"2006"	"June"	"6"	679
	"District of Columbia"	"11"	"2006"	"2006"	"July"	"7"	684
	"District of Columbia"	"11"	"2006"	"2006"	"August"	"8"	784
	"District of Columbia"	"11"	"2006"	"2006"	"September"	"9"	765
	"District of Columbia"	"11"	"2006"	"2006"	"October"	"10"	781
	"District of Columbia"	"11"	"2006"	"2006"	"November"	"11"	705
	"District of Columbia"	"11"	"2006"	"2006"	"December"	"12"	729
	"Florida"	"12"	"2003"	"2003"	"January"	"1"	17516
	"Florida"	"12"	"2003"	"2003"	"February"	"2"	16128
	"Florida"	"12"	"2003"	"2003"	"March"	"3"	17053
	"Florida"	"12"	"2003"	"2003"	"April"	"4"	16717
	"Florida"	"12"	"2003"	"2003"	"May"	"5"	17346
	"Florida"	"12"	"2003"	"2003"	"June"	"6"	16654
	"Florida"	"12"	"2003"	"2003"	"July"	"7"	17899
	"Florida"	"12"	"2003"	"2003"	"August"	"8"	18674
	"Florida"	"12"	"2003"	"2003"	"September"	"9"	19237
	"Florida"	"12"	"2003"	"2003"	"October"	"10"	19189
	"Florida"	"12"	"2003"	"2003"	"November"	"11"	17202
	"Florida"	"12"	"2003"	"2003"	"December"	"12"	18635
	"Florida"	"12"	"2004"	"2004"	"January"	"1"	17807
	"Florida"	"12"	"2004"	"2004"	"February"	"2"	16620
	"Florida"	"12"	"2004"	"2004"	"March"	"3"	17646
	"Florida"	"12"	"2004"	"2004"	"April"	"4"	17365
	"Florida"	"12"	"2004"	"2004"	"May"	"5"	17170
	"Florida"	"12"	"2004"	"2004"	"June"	"6"	17705
	"Florida"	"12"	"2004"	"2004"	"July"	"7"	18600
	"Florida"	"12"	"2004"	"2004"	"August"	"8"	18867
	"Florida"	"12"	"2004"	"2004"	"September"	"9"	19546
	"Florida"	"12"	"2004"	"2004"	"October"	"10"	18911
	"Florida"	"12"	"2004"	"2004"	"November"	"11"	18388
	"Florida"	"12"	"2004"	"2004"	"December"	"12"	19428
	"Florida"	"12"	"2005"	"2005"	"January"	"1"	18477
	"Florida"	"12"	"2005"	"2005"	"February"	"2"	16988
	"Florida"	"12"	"2005"	"2005"	"March"	"3"	18519
	"Florida"	"12"	"2005"	"2005"	"April"	"4"	17273
	"Florida"	"12"	"2005"	"2005"	"May"	"5"	17930
	"Florida"	"12"	"2005"	"2005"	"June"	"6"	18412
	"Florida"	"12"	"2005"	"2005"	"July"	"7"	18967
	"Florida"	"12"	"2005"	"2005"	"August"	"8"	20382
	"Florida"	"12"	"2005"	"2005"	"September"	"9"	20643
	"Florida"	"12"	"2005"	"2005"	"October"	"10"	19344
	"Florida"	"12"	"2005"	"2005"	"November"	"11"	19589
	"Florida"	"12"	"2005"	"2005"	"December"	"12"	19716
	"Florida"	"12"	"2006"	"2006"	"January"	"1"	19246
	"Florida"	"12"	"2006"	"2006"	"February"	"2"	17912
	"Florida"	"12"	"2006"	"2006"	"March"	"3"	19511
	"Florida"	"12"	"2006"	"2006"	"April"	"4"	17575
	"Florida"	"12"	"2006"	"2006"	"May"	"5"	18786
	"Florida"	"12"	"2006"	"2006"	"June"	"6"	19025
	"Florida"	"12"	"2006"	"2006"	"July"	"7"	19720
	"Florida"	"12"	"2006"	"2006"	"August"	"8"	21611
	"Florida"	"12"	"2006"	"2006"	"September"	"9"	21369
	"Florida"	"12"	"2006"	"2006"	"October"	"10"	20970
	"Florida"	"12"	"2006"	"2006"	"November"	"11"	20189
	"Florida"	"12"	"2006"	"2006"	"December"	"12"	20888
	"Georgia"	"13"	"2003"	"2003"	"January"	"1"	11044
	"Georgia"	"13"	"2003"	"2003"	"February"	"2"	10364
	"Georgia"	"13"	"2003"	"2003"	"March"	"3"	11026
	"Georgia"	"13"	"2003"	"2003"	"April"	"4"	10839
	"Georgia"	"13"	"2003"	"2003"	"May"	"5"	11291
	"Georgia"	"13"	"2003"	"2003"	"June"	"6"	10862
	"Georgia"	"13"	"2003"	"2003"	"July"	"7"	11879
	"Georgia"	"13"	"2003"	"2003"	"August"	"8"	12111
	"Georgia"	"13"	"2003"	"2003"	"September"	"9"	12038
	"Georgia"	"13"	"2003"	"2003"	"October"	"10"	11931
	"Georgia"	"13"	"2003"	"2003"	"November"	"11"	10860
	"Georgia"	"13"	"2003"	"2003"	"December"	"12"	11734
	"Georgia"	"13"	"2004"	"2004"	"January"	"1"	11325
	"Georgia"	"13"	"2004"	"2004"	"February"	"2"	10563
	"Georgia"	"13"	"2004"	"2004"	"March"	"3"	11561
	"Georgia"	"13"	"2004"	"2004"	"April"	"4"	11061
	"Georgia"	"13"	"2004"	"2004"	"May"	"5"	11249
	"Georgia"	"13"	"2004"	"2004"	"June"	"6"	11420
	"Georgia"	"13"	"2004"	"2004"	"July"	"7"	12163
	"Georgia"	"13"	"2004"	"2004"	"August"	"8"	12030
	"Georgia"	"13"	"2004"	"2004"	"September"	"9"	12062
	"Georgia"	"13"	"2004"	"2004"	"October"	"10"	11845
	"Georgia"	"13"	"2004"	"2004"	"November"	"11"	11428
	"Georgia"	"13"	"2004"	"2004"	"December"	"12"	12142
	"Georgia"	"13"	"2005"	"2005"	"January"	"1"	11624
	"Georgia"	"13"	"2005"	"2005"	"February"	"2"	10686
	"Georgia"	"13"	"2005"	"2005"	"March"	"3"	11823
	"Georgia"	"13"	"2005"	"2005"	"April"	"4"	11043
	"Georgia"	"13"	"2005"	"2005"	"May"	"5"	11595
	"Georgia"	"13"	"2005"	"2005"	"June"	"6"	11899
	"Georgia"	"13"	"2005"	"2005"	"July"	"7"	12330
	"Georgia"	"13"	"2005"	"2005"	"August"	"8"	12716
	"Georgia"	"13"	"2005"	"2005"	"September"	"9"	12474
	"Georgia"	"13"	"2005"	"2005"	"October"	"10"	12000
	"Georgia"	"13"	"2005"	"2005"	"November"	"11"	11745
	"Georgia"	"13"	"2005"	"2005"	"December"	"12"	12265
	"Georgia"	"13"	"2006"	"2006"	"January"	"1"	11947
	"Georgia"	"13"	"2006"	"2006"	"February"	"2"	11141
	"Georgia"	"13"	"2006"	"2006"	"March"	"3"	12464
	"Georgia"	"13"	"2006"	"2006"	"April"	"4"	11117
	"Georgia"	"13"	"2006"	"2006"	"May"	"5"	11981
	"Georgia"	"13"	"2006"	"2006"	"June"	"6"	12056
	"Georgia"	"13"	"2006"	"2006"	"July"	"7"	12610
	"Georgia"	"13"	"2006"	"2006"	"August"	"8"	13476
	"Georgia"	"13"	"2006"	"2006"	"September"	"9"	13137
	"Georgia"	"13"	"2006"	"2006"	"October"	"10"	13175
	"Georgia"	"13"	"2006"	"2006"	"November"	"11"	12686
	"Georgia"	"13"	"2006"	"2006"	"December"	"12"	12843
	"Hawaii"	"15"	"2003"	"2003"	"January"	"1"	1442
	"Hawaii"	"15"	"2003"	"2003"	"February"	"2"	1366
	"Hawaii"	"15"	"2003"	"2003"	"March"	"3"	1467
	"Hawaii"	"15"	"2003"	"2003"	"April"	"4"	1433
	"Hawaii"	"15"	"2003"	"2003"	"May"	"5"	1580
	"Hawaii"	"15"	"2003"	"2003"	"June"	"6"	1451
	"Hawaii"	"15"	"2003"	"2003"	"July"	"7"	1518
	"Hawaii"	"15"	"2003"	"2003"	"August"	"8"	1521
	"Hawaii"	"15"	"2003"	"2003"	"September"	"9"	1629
	"Hawaii"	"15"	"2003"	"2003"	"October"	"10"	1608
	"Hawaii"	"15"	"2003"	"2003"	"November"	"11"	1511
	"Hawaii"	"15"	"2003"	"2003"	"December"	"12"	1574
	"Hawaii"	"15"	"2004"	"2004"	"January"	"1"	1499
	"Hawaii"	"15"	"2004"	"2004"	"February"	"2"	1485
	"Hawaii"	"15"	"2004"	"2004"	"March"	"3"	1490
	"Hawaii"	"15"	"2004"	"2004"	"April"	"4"	1480
	"Hawaii"	"15"	"2004"	"2004"	"May"	"5"	1562
	"Hawaii"	"15"	"2004"	"2004"	"June"	"6"	1546
	"Hawaii"	"15"	"2004"	"2004"	"July"	"7"	1491
	"Hawaii"	"15"	"2004"	"2004"	"August"	"8"	1505
	"Hawaii"	"15"	"2004"	"2004"	"September"	"9"	1649
	"Hawaii"	"15"	"2004"	"2004"	"October"	"10"	1585
	"Hawaii"	"15"	"2004"	"2004"	"November"	"11"	1430
	"Hawaii"	"15"	"2004"	"2004"	"December"	"12"	1559
	"Hawaii"	"15"	"2005"	"2005"	"January"	"1"	1497
	"Hawaii"	"15"	"2005"	"2005"	"February"	"2"	1336
	"Hawaii"	"15"	"2005"	"2005"	"March"	"3"	1470
	"Hawaii"	"15"	"2005"	"2005"	"April"	"4"	1493
	"Hawaii"	"15"	"2005"	"2005"	"May"	"5"	1520
	"Hawaii"	"15"	"2005"	"2005"	"June"	"6"	1483
	"Hawaii"	"15"	"2005"	"2005"	"July"	"7"	1475
	"Hawaii"	"15"	"2005"	"2005"	"August"	"8"	1498
	"Hawaii"	"15"	"2005"	"2005"	"September"	"9"	1601
	"Hawaii"	"15"	"2005"	"2005"	"October"	"10"	1499
	"Hawaii"	"15"	"2005"	"2005"	"November"	"11"	1571
	"Hawaii"	"15"	"2005"	"2005"	"December"	"12"	1481
	"Hawaii"	"15"	"2006"	"2006"	"January"	"1"	1638
	"Hawaii"	"15"	"2006"	"2006"	"February"	"2"	1425
	"Hawaii"	"15"	"2006"	"2006"	"March"	"3"	1606
	"Hawaii"	"15"	"2006"	"2006"	"April"	"4"	1455
	"Hawaii"	"15"	"2006"	"2006"	"May"	"5"	1558
	"Hawaii"	"15"	"2006"	"2006"	"June"	"6"	1558
	"Hawaii"	"15"	"2006"	"2006"	"July"	"7"	1574
	"Hawaii"	"15"	"2006"	"2006"	"August"	"8"	1739
	"Hawaii"	"15"	"2006"	"2006"	"September"	"9"	1654
	"Hawaii"	"15"	"2006"	"2006"	"October"	"10"	1659
	"Hawaii"	"15"	"2006"	"2006"	"November"	"11"	1562
	"Hawaii"	"15"	"2006"	"2006"	"December"	"12"	1554
	"Idaho"	"16"	"2003"	"2003"	"January"	"1"	1701
	"Idaho"	"16"	"2003"	"2003"	"February"	"2"	1569
	"Idaho"	"16"	"2003"	"2003"	"March"	"3"	1829
	"Idaho"	"16"	"2003"	"2003"	"April"	"4"	1889
	"Idaho"	"16"	"2003"	"2003"	"May"	"5"	1920
	"Idaho"	"16"	"2003"	"2003"	"June"	"6"	1824
	"Idaho"	"16"	"2003"	"2003"	"July"	"7"	1969
	"Idaho"	"16"	"2003"	"2003"	"August"	"8"	1909
	"Idaho"	"16"	"2003"	"2003"	"September"	"9"	1898
	"Idaho"	"16"	"2003"	"2003"	"October"	"10"	1843
	"Idaho"	"16"	"2003"	"2003"	"November"	"11"	1655
	"Idaho"	"16"	"2003"	"2003"	"December"	"12"	1794
	"Idaho"	"16"	"2004"	"2004"	"January"	"1"	1739
	"Idaho"	"16"	"2004"	"2004"	"February"	"2"	1669
	"Idaho"	"16"	"2004"	"2004"	"March"	"3"	1957
	"Idaho"	"16"	"2004"	"2004"	"April"	"4"	1927
	"Idaho"	"16"	"2004"	"2004"	"May"	"5"	1933
	"Idaho"	"16"	"2004"	"2004"	"June"	"6"	1971
	"Idaho"	"16"	"2004"	"2004"	"July"	"7"	1961
	"Idaho"	"16"	"2004"	"2004"	"August"	"8"	1889
	"Idaho"	"16"	"2004"	"2004"	"September"	"9"	1885
	"Idaho"	"16"	"2004"	"2004"	"October"	"10"	1922
	"Idaho"	"16"	"2004"	"2004"	"November"	"11"	1806
	"Idaho"	"16"	"2004"	"2004"	"December"	"12"	1873
	"Idaho"	"16"	"2005"	"2005"	"January"	"1"	1838
	"Idaho"	"16"	"2005"	"2005"	"February"	"2"	1719
	"Idaho"	"16"	"2005"	"2005"	"March"	"3"	1961
	"Idaho"	"16"	"2005"	"2005"	"April"	"4"	1873
	"Idaho"	"16"	"2005"	"2005"	"May"	"5"	2061
	"Idaho"	"16"	"2005"	"2005"	"June"	"6"	1967
	"Idaho"	"16"	"2005"	"2005"	"July"	"7"	2005
	"Idaho"	"16"	"2005"	"2005"	"August"	"8"	2001
	"Idaho"	"16"	"2005"	"2005"	"September"	"9"	1973
	"Idaho"	"16"	"2005"	"2005"	"October"	"10"	1920
	"Idaho"	"16"	"2005"	"2005"	"November"	"11"	1834
	"Idaho"	"16"	"2005"	"2005"	"December"	"12"	1910
	"Idaho"	"16"	"2006"	"2006"	"January"	"1"	1846
	"Idaho"	"16"	"2006"	"2006"	"February"	"2"	1811
	"Idaho"	"16"	"2006"	"2006"	"March"	"3"	2074
	"Idaho"	"16"	"2006"	"2006"	"April"	"4"	1870
	"Idaho"	"16"	"2006"	"2006"	"May"	"5"	2131
	"Idaho"	"16"	"2006"	"2006"	"June"	"6"	2113
	"Idaho"	"16"	"2006"	"2006"	"July"	"7"	2142
	"Idaho"	"16"	"2006"	"2006"	"August"	"8"	2089
	"Idaho"	"16"	"2006"	"2006"	"September"	"9"	2063
	"Idaho"	"16"	"2006"	"2006"	"October"	"10"	2097
	"Idaho"	"16"	"2006"	"2006"	"November"	"11"	2036
	"Idaho"	"16"	"2006"	"2006"	"December"	"12"	1912
	"Illinois"	"17"	"2003"	"2003"	"January"	"1"	14609
	"Illinois"	"17"	"2003"	"2003"	"February"	"2"	13742
	"Illinois"	"17"	"2003"	"2003"	"March"	"3"	15071
	"Illinois"	"17"	"2003"	"2003"	"April"	"4"	14556
	"Illinois"	"17"	"2003"	"2003"	"May"	"5"	15789
	"Illinois"	"17"	"2003"	"2003"	"June"	"6"	15386
	"Illinois"	"17"	"2003"	"2003"	"July"	"7"	16647
	"Illinois"	"17"	"2003"	"2003"	"August"	"8"	16208
	"Illinois"	"17"	"2003"	"2003"	"September"	"9"	15646
	"Illinois"	"17"	"2003"	"2003"	"October"	"10"	15667
	"Illinois"	"17"	"2003"	"2003"	"November"	"11"	14117
	"Illinois"	"17"	"2003"	"2003"	"December"	"12"	15057
	"Illinois"	"17"	"2004"	"2004"	"January"	"1"	14518
	"Illinois"	"17"	"2004"	"2004"	"February"	"2"	14063
	"Illinois"	"17"	"2004"	"2004"	"March"	"3"	15542
	"Illinois"	"17"	"2004"	"2004"	"April"	"4"	14892
	"Illinois"	"17"	"2004"	"2004"	"May"	"5"	15386
	"Illinois"	"17"	"2004"	"2004"	"June"	"6"	15641
	"Illinois"	"17"	"2004"	"2004"	"July"	"7"	16181
	"Illinois"	"17"	"2004"	"2004"	"August"	"8"	15428
	"Illinois"	"17"	"2004"	"2004"	"September"	"9"	14890
	"Illinois"	"17"	"2004"	"2004"	"October"	"10"	14961
	"Illinois"	"17"	"2004"	"2004"	"November"	"11"	14539
	"Illinois"	"17"	"2004"	"2004"	"December"	"12"	14737
	"Illinois"	"17"	"2005"	"2005"	"January"	"1"	14163
	"Illinois"	"17"	"2005"	"2005"	"February"	"2"	13661
	"Illinois"	"17"	"2005"	"2005"	"March"	"3"	15014
	"Illinois"	"17"	"2005"	"2005"	"April"	"4"	14869
	"Illinois"	"17"	"2005"	"2005"	"May"	"5"	15643
	"Illinois"	"17"	"2005"	"2005"	"June"	"6"	15315
	"Illinois"	"17"	"2005"	"2005"	"July"	"7"	15683
	"Illinois"	"17"	"2005"	"2005"	"August"	"8"	15737
	"Illinois"	"17"	"2005"	"2005"	"September"	"9"	15444
	"Illinois"	"17"	"2005"	"2005"	"October"	"10"	14641
	"Illinois"	"17"	"2005"	"2005"	"November"	"11"	14070
	"Illinois"	"17"	"2005"	"2005"	"December"	"12"	14780
	"Illinois"	"17"	"2006"	"2006"	"January"	"1"	14146
	"Illinois"	"17"	"2006"	"2006"	"February"	"2"	13789
	"Illinois"	"17"	"2006"	"2006"	"March"	"3"	15180
	"Illinois"	"17"	"2006"	"2006"	"April"	"4"	14241
	"Illinois"	"17"	"2006"	"2006"	"May"	"5"	15581
	"Illinois"	"17"	"2006"	"2006"	"June"	"6"	15513
	"Illinois"	"17"	"2006"	"2006"	"July"	"7"	15973
	"Illinois"	"17"	"2006"	"2006"	"August"	"8"	16168
	"Illinois"	"17"	"2006"	"2006"	"September"	"9"	15456
	"Illinois"	"17"	"2006"	"2006"	"October"	"10"	15363
	"Illinois"	"17"	"2006"	"2006"	"November"	"11"	14415
	"Illinois"	"17"	"2006"	"2006"	"December"	"12"	14747
	"Indiana"	"18"	"2003"	"2003"	"January"	"1"	6825
	"Indiana"	"18"	"2003"	"2003"	"February"	"2"	6346
	"Indiana"	"18"	"2003"	"2003"	"March"	"3"	7131
	"Indiana"	"18"	"2003"	"2003"	"April"	"4"	6927
	"Indiana"	"18"	"2003"	"2003"	"May"	"5"	7359
	"Indiana"	"18"	"2003"	"2003"	"June"	"6"	7187
	"Indiana"	"18"	"2003"	"2003"	"July"	"7"	7735
	"Indiana"	"18"	"2003"	"2003"	"August"	"8"	7722
	"Indiana"	"18"	"2003"	"2003"	"September"	"9"	7688
	"Indiana"	"18"	"2003"	"2003"	"October"	"10"	7435
	"Indiana"	"18"	"2003"	"2003"	"November"	"11"	6843
	"Indiana"	"18"	"2003"	"2003"	"December"	"12"	7236
	"Indiana"	"18"	"2004"	"2004"	"January"	"1"	7004
	"Indiana"	"18"	"2004"	"2004"	"February"	"2"	6982
	"Indiana"	"18"	"2004"	"2004"	"March"	"3"	7544
	"Indiana"	"18"	"2004"	"2004"	"April"	"4"	6994
	"Indiana"	"18"	"2004"	"2004"	"May"	"5"	7373
	"Indiana"	"18"	"2004"	"2004"	"June"	"6"	7240
	"Indiana"	"18"	"2004"	"2004"	"July"	"7"	7788
	"Indiana"	"18"	"2004"	"2004"	"August"	"8"	7501
	"Indiana"	"18"	"2004"	"2004"	"September"	"9"	7251
	"Indiana"	"18"	"2004"	"2004"	"October"	"10"	7187
	"Indiana"	"18"	"2004"	"2004"	"November"	"11"	7075
	"Indiana"	"18"	"2004"	"2004"	"December"	"12"	7203
	"Indiana"	"18"	"2005"	"2005"	"January"	"1"	6859
	"Indiana"	"18"	"2005"	"2005"	"February"	"2"	6593
	"Indiana"	"18"	"2005"	"2005"	"March"	"3"	7514
	"Indiana"	"18"	"2005"	"2005"	"April"	"4"	7089
	"Indiana"	"18"	"2005"	"2005"	"May"	"5"	7307
	"Indiana"	"18"	"2005"	"2005"	"June"	"6"	7374
	"Indiana"	"18"	"2005"	"2005"	"July"	"7"	7469
	"Indiana"	"18"	"2005"	"2005"	"August"	"8"	7736
	"Indiana"	"18"	"2005"	"2005"	"September"	"9"	7676
	"Indiana"	"18"	"2005"	"2005"	"October"	"10"	7312
	"Indiana"	"18"	"2005"	"2005"	"November"	"11"	7055
	"Indiana"	"18"	"2005"	"2005"	"December"	"12"	7209
	"Indiana"	"18"	"2006"	"2006"	"January"	"1"	7084
	"Indiana"	"18"	"2006"	"2006"	"February"	"2"	6765
	"Indiana"	"18"	"2006"	"2006"	"March"	"3"	7618
	"Indiana"	"18"	"2006"	"2006"	"April"	"4"	6894
	"Indiana"	"18"	"2006"	"2006"	"May"	"5"	7653
	"Indiana"	"18"	"2006"	"2006"	"June"	"6"	7437
	"Indiana"	"18"	"2006"	"2006"	"July"	"7"	7667
	"Indiana"	"18"	"2006"	"2006"	"August"	"8"	8001
	"Indiana"	"18"	"2006"	"2006"	"September"	"9"	7742
	"Indiana"	"18"	"2006"	"2006"	"October"	"10"	7640
	"Indiana"	"18"	"2006"	"2006"	"November"	"11"	7024
	"Indiana"	"18"	"2006"	"2006"	"December"	"12"	7106
	"Iowa"	"19"	"2003"	"2003"	"January"	"1"	3028
	"Iowa"	"19"	"2003"	"2003"	"February"	"2"	2971
	"Iowa"	"19"	"2003"	"2003"	"March"	"3"	3207
	"Iowa"	"19"	"2003"	"2003"	"April"	"4"	3072
	"Iowa"	"19"	"2003"	"2003"	"May"	"5"	3462
	"Iowa"	"19"	"2003"	"2003"	"June"	"6"	3086
	"Iowa"	"19"	"2003"	"2003"	"July"	"7"	3327
	"Iowa"	"19"	"2003"	"2003"	"August"	"8"	3313
	"Iowa"	"19"	"2003"	"2003"	"September"	"9"	3335
	"Iowa"	"19"	"2003"	"2003"	"October"	"10"	3339
	"Iowa"	"19"	"2003"	"2003"	"November"	"11"	2894
	"Iowa"	"19"	"2003"	"2003"	"December"	"12"	3140
	"Iowa"	"19"	"2004"	"2004"	"January"	"1"	3093
	"Iowa"	"19"	"2004"	"2004"	"February"	"2"	3104
	"Iowa"	"19"	"2004"	"2004"	"March"	"3"	3250
	"Iowa"	"19"	"2004"	"2004"	"April"	"4"	3167
	"Iowa"	"19"	"2004"	"2004"	"May"	"5"	3132
	"Iowa"	"19"	"2004"	"2004"	"June"	"6"	3224
	"Iowa"	"19"	"2004"	"2004"	"July"	"7"	3308
	"Iowa"	"19"	"2004"	"2004"	"August"	"8"	3351
	"Iowa"	"19"	"2004"	"2004"	"September"	"9"	3311
	"Iowa"	"19"	"2004"	"2004"	"October"	"10"	3205
	"Iowa"	"19"	"2004"	"2004"	"November"	"11"	3160
	"Iowa"	"19"	"2004"	"2004"	"December"	"12"	3133
	"Iowa"	"19"	"2005"	"2005"	"January"	"1"	3107
	"Iowa"	"19"	"2005"	"2005"	"February"	"2"	2950
	"Iowa"	"19"	"2005"	"2005"	"March"	"3"	3321
	"Iowa"	"19"	"2005"	"2005"	"April"	"4"	3180
	"Iowa"	"19"	"2005"	"2005"	"May"	"5"	3294
	"Iowa"	"19"	"2005"	"2005"	"June"	"6"	3362
	"Iowa"	"19"	"2005"	"2005"	"July"	"7"	3411
	"Iowa"	"19"	"2005"	"2005"	"August"	"8"	3473
	"Iowa"	"19"	"2005"	"2005"	"September"	"9"	3424
	"Iowa"	"19"	"2005"	"2005"	"October"	"10"	3234
	"Iowa"	"19"	"2005"	"2005"	"November"	"11"	3151
	"Iowa"	"19"	"2005"	"2005"	"December"	"12"	3404
	"Iowa"	"19"	"2006"	"2006"	"January"	"1"	3157
	"Iowa"	"19"	"2006"	"2006"	"February"	"2"	3007
	"Iowa"	"19"	"2006"	"2006"	"March"	"3"	3576
	"Iowa"	"19"	"2006"	"2006"	"April"	"4"	3158
	"Iowa"	"19"	"2006"	"2006"	"May"	"5"	3458
	"Iowa"	"19"	"2006"	"2006"	"June"	"6"	3492
	"Iowa"	"19"	"2006"	"2006"	"July"	"7"	3562
	"Iowa"	"19"	"2006"	"2006"	"August"	"8"	3679
	"Iowa"	"19"	"2006"	"2006"	"September"	"9"	3487
	"Iowa"	"19"	"2006"	"2006"	"October"	"10"	3481
	"Iowa"	"19"	"2006"	"2006"	"November"	"11"	3251
	"Iowa"	"19"	"2006"	"2006"	"December"	"12"	3299
	"Kansas"	"20"	"2003"	"2003"	"January"	"1"	3312
	"Kansas"	"20"	"2003"	"2003"	"February"	"2"	3008
	"Kansas"	"20"	"2003"	"2003"	"March"	"3"	3186
	"Kansas"	"20"	"2003"	"2003"	"April"	"4"	3217
	"Kansas"	"20"	"2003"	"2003"	"May"	"5"	3338
	"Kansas"	"20"	"2003"	"2003"	"June"	"6"	3278
	"Kansas"	"20"	"2003"	"2003"	"July"	"7"	3542
	"Kansas"	"20"	"2003"	"2003"	"August"	"8"	3508
	"Kansas"	"20"	"2003"	"2003"	"September"	"9"	3372
	"Kansas"	"20"	"2003"	"2003"	"October"	"10"	3369
	"Kansas"	"20"	"2003"	"2003"	"November"	"11"	3033
	"Kansas"	"20"	"2003"	"2003"	"December"	"12"	3313
	"Kansas"	"20"	"2004"	"2004"	"January"	"1"	3130
	"Kansas"	"20"	"2004"	"2004"	"February"	"2"	3050
	"Kansas"	"20"	"2004"	"2004"	"March"	"3"	3422
	"Kansas"	"20"	"2004"	"2004"	"April"	"4"	3284
	"Kansas"	"20"	"2004"	"2004"	"May"	"5"	3236
	"Kansas"	"20"	"2004"	"2004"	"June"	"6"	3269
	"Kansas"	"20"	"2004"	"2004"	"July"	"7"	3447
	"Kansas"	"20"	"2004"	"2004"	"August"	"8"	3485
	"Kansas"	"20"	"2004"	"2004"	"September"	"9"	3437
	"Kansas"	"20"	"2004"	"2004"	"October"	"10"	3323
	"Kansas"	"20"	"2004"	"2004"	"November"	"11"	3171
	"Kansas"	"20"	"2004"	"2004"	"December"	"12"	3415
	"Kansas"	"20"	"2005"	"2005"	"January"	"1"	3128
	"Kansas"	"20"	"2005"	"2005"	"February"	"2"	2994
	"Kansas"	"20"	"2005"	"2005"	"March"	"3"	3415
	"Kansas"	"20"	"2005"	"2005"	"April"	"4"	3224
	"Kansas"	"20"	"2005"	"2005"	"May"	"5"	3300
	"Kansas"	"20"	"2005"	"2005"	"June"	"6"	3456
	"Kansas"	"20"	"2005"	"2005"	"July"	"7"	3370
	"Kansas"	"20"	"2005"	"2005"	"August"	"8"	3635
	"Kansas"	"20"	"2005"	"2005"	"September"	"9"	3513
	"Kansas"	"20"	"2005"	"2005"	"October"	"10"	3239
	"Kansas"	"20"	"2005"	"2005"	"November"	"11"	3220
	"Kansas"	"20"	"2005"	"2005"	"December"	"12"	3394
	"Kansas"	"20"	"2006"	"2006"	"January"	"1"	3266
	"Kansas"	"20"	"2006"	"2006"	"February"	"2"	3072
	"Kansas"	"20"	"2006"	"2006"	"March"	"3"	3506
	"Kansas"	"20"	"2006"	"2006"	"April"	"4"	3184
	"Kansas"	"20"	"2006"	"2006"	"May"	"5"	3448
	"Kansas"	"20"	"2006"	"2006"	"June"	"6"	3403
	"Kansas"	"20"	"2006"	"2006"	"July"	"7"	3613
	"Kansas"	"20"	"2006"	"2006"	"August"	"8"	3744
	"Kansas"	"20"	"2006"	"2006"	"September"	"9"	3562
	"Kansas"	"20"	"2006"	"2006"	"October"	"10"	3407
	"Kansas"	"20"	"2006"	"2006"	"November"	"11"	3288
	"Kansas"	"20"	"2006"	"2006"	"December"	"12"	3475
	"Kentucky"	"21"	"2003"	"2003"	"January"	"1"	4363
	"Kentucky"	"21"	"2003"	"2003"	"February"	"2"	4085
	"Kentucky"	"21"	"2003"	"2003"	"March"	"3"	4497
	"Kentucky"	"21"	"2003"	"2003"	"April"	"4"	4463
	"Kentucky"	"21"	"2003"	"2003"	"May"	"5"	4679
	"Kentucky"	"21"	"2003"	"2003"	"June"	"6"	4453
	"Kentucky"	"21"	"2003"	"2003"	"July"	"7"	4972
	"Kentucky"	"21"	"2003"	"2003"	"August"	"8"	4950
	"Kentucky"	"21"	"2003"	"2003"	"September"	"9"	4971
	"Kentucky"	"21"	"2003"	"2003"	"October"	"10"	4857
	"Kentucky"	"21"	"2003"	"2003"	"November"	"11"	4344
	"Kentucky"	"21"	"2003"	"2003"	"December"	"12"	4602
	"Kentucky"	"21"	"2004"	"2004"	"January"	"1"	4566
	"Kentucky"	"21"	"2004"	"2004"	"February"	"2"	4254
	"Kentucky"	"21"	"2004"	"2004"	"March"	"3"	4675
	"Kentucky"	"21"	"2004"	"2004"	"April"	"4"	4465
	"Kentucky"	"21"	"2004"	"2004"	"May"	"5"	4459
	"Kentucky"	"21"	"2004"	"2004"	"June"	"6"	4725
	"Kentucky"	"21"	"2004"	"2004"	"July"	"7"	4918
	"Kentucky"	"21"	"2004"	"2004"	"August"	"8"	4868
	"Kentucky"	"21"	"2004"	"2004"	"September"	"9"	4756
	"Kentucky"	"21"	"2004"	"2004"	"October"	"10"	4577
	"Kentucky"	"21"	"2004"	"2004"	"November"	"11"	4665
	"Kentucky"	"21"	"2004"	"2004"	"December"	"12"	4792
	"Kentucky"	"21"	"2005"	"2005"	"January"	"1"	4568
	"Kentucky"	"21"	"2005"	"2005"	"February"	"2"	4146
	"Kentucky"	"21"	"2005"	"2005"	"March"	"3"	4743
	"Kentucky"	"21"	"2005"	"2005"	"April"	"4"	4412
	"Kentucky"	"21"	"2005"	"2005"	"May"	"5"	4831
	"Kentucky"	"21"	"2005"	"2005"	"June"	"6"	4826
